Element,Coordinates
Pt,"[76.33832225951764, 39.69047563608684, -39.333420197979805, 1.7748574019725043, 31.839905245773096, 36.990380767622035, -10.492423310195102, 18.82564020400365, -26.372948025499873, 9.257138711550802, 26.316702964695835, 3.628263316681258, -19.66457033104238, 133.7322291134904, -45.77988206086177, -57.70670834354557, 47.3685827062179, -66.81527477484983, 21.52516882643454, 18.984557068017253, 2.3070460196864855, 65.52880596482544, 113.67029626495403, 3.4721309841411236, 23.032910256969163, 51.390838341133836, -38.51825938067334, 39.0502947866612, 55.56525720107918, -36.58229297036955, 57.06512369265211, -59.85413157971687, -3.9422133094316467, -33.05854838954895, 99.45078888985738, 78.3083435516849, -1.9955444634907409, -11.092924981980502, 36.23155802233769, 19.42225515599715, 26.862586496248525, -2.8890797769089005, 53.58490205256227, 11.315280097716506, -51.94646480320667, 58.01876188455497, -21.719674187471416, -7.467695932643613, -18.60577568594236, -54.23721608545909, -31.882213163095866, -20.06451367746519, 67.65336958959567, -32.77217691502685, 38.2207942604545, 33.386331381226874, 4.527644838546395, -0.8012605136934126, 23.284321079371843, 30.49596181794328, -6.850440591045382, 56.73052563909208, 25.071630266271562, -71.92284546798588, 52.820968438895875, 46.897244378234234, 34.88477050192459, -15.230736373155699, -38.419975803238195, -73.21309284735356, 24.02762146189848, 11.997022463010847, 68.14161994717023, -5.208848661795627, 18.632040778930644, 58.073543814057395, -44.707158992108404, -77.19944121892236, 41.65219823495087, -1.4973685663515168, 59.706355779053844, -12.263373006026326, 23.99241943494052, 24.45781050414575, 22.76460762916454, 13.563566127703066, -17.01973948185331, 59.43730822968149, -8.467547529085575, 145.11294881601873, -1.8829769097639557, -36.345062876391765, 26.34254583332074, 25.908580778701044, 66.55998592934662, 3.048515528292163, 9.369159534937868, 100.10251596573134, 14.782858012440588, -36.87679348152015, 109.40699580709206, 38.22182792214299, -52.503912811306236, -50.94471385431884, -73.92323913187707, 43.086325820024, 1.997715791943688, -74.40363146182848, -40.78006705328726, -86.85501716857665, -26.146469994268703, -57.34562534462367, 25.075590780813958, -28.11815091869807, 57.379581072652016, -37.820140398370285, -20.78222843959954, 13.127801188960087, 12.558237197149236, -50.95943087073591, -99.29512801447082, 3.923551188985844, -21.743272956359654, -62.7924431934914, -5.31220517297844, -11.302639084638335, -86.20332312327491, -87.19662485768002]"
Au,"[66.69410200480525, 41.46868437131135, -56.69010224570209, -10.002900720692237, 33.72140502445765, 33.0641499543026, -19.66084109856459, 24.256792471349883, -34.071517047691486, 4.997662815225183, 24.426084263383714, -14.293081206623809, -25.393355235191954, 153.74347436530493, -40.14755189813518, -68.67435236466154, 52.84851768685928, -71.7511772855957, 33.557088719710045, 13.416514610415035, 16.136115034504662, 68.15395306775368, 134.52773202416392, -3.04283757707379, 11.914982608076757, 59.74977531132577, -35.637719648201326, 57.66980432627606, 53.238519075828236, -55.963897980428634, 73.61858560327912, -65.86293724529729, -4.800219647121112, -30.40445831315195, 116.22297252884465, 80.30516211799974, 7.53312229265477, -19.084930837500757, 45.459156675041584, 12.714308609487885, 25.743894590152824, 18.74594162899862, 68.29748105319413, 14.33977109153958, -68.48730530940696, 66.23653152633325, -36.06358239779326, -15.854285225631354, -17.789740881301228, -60.53411900794515, -33.404780686726916, -22.942146453642884, 71.56000670774198, -51.408757832078685, 40.75080620953217, 52.86929805745112, 6.364369422163524, -4.480020733371724, 16.320136750844224, 36.111882268273256, -11.076644172831687, 47.62559715560882, 18.264933332309557, -57.54631052994443, 56.17837591822396, 59.6466294930837, 47.53983941864974, -33.40366893312859, -39.40410989207726, -88.52172306290635, 28.664833538210775, 3.5501827240314396, 92.03791003141885, 1.5878933542812261, 35.45058582248668, 73.2020375124053, -50.934748827360906, -76.98455103242902, 60.181773789258, -17.222499973944434, 70.42473781885231, -34.968265346357455, 28.306680044464077, 31.525787235977884, 24.18152802204769, 28.22099832258296, -27.896177745270712, 87.63082765063339, -9.4196133464375, 162.80608225298423, -23.968469079042393, -42.541254141114734, 28.672946297810473, 27.851647728583046, 70.81557433800408, -1.0988145226150752, 18.306198854402055, 109.14143152288655, 11.701838673549076, -27.442483702707136, 137.3391169969572, 40.846143300351315, -53.05522322154885, -68.14884663139135, -72.76096540401592, 33.136088056013925, 24.07639738312692, -77.54059374705282, -50.75236086117116, -79.30593817844289, -14.244855037518978, -69.16848288240998, 30.42731212575299, -38.370130728232546, 71.2558184929887, -39.30514125329332, -23.642347550305733, 1.65432024616059, 3.4643586460693068, -50.537747754565665, -107.55642813538417, -7.612852032929546, -8.544428887926827, -79.19418221210687, -14.529403134745293, -9.059753768806788, -91.92875446553201, -124.98743730912315]"
Hg,"[135.3538593427362, 65.65709868831816, 32.61584759103362, 57.25740482086768, -20.389772296728722, 112.3295746206169, -25.57447002812819, 46.15302844397233, 56.7875683364636, -92.44863238338935, 4.13774675824947, -13.42653484535175, 7.537659810339968, 27.168188852927745, -32.41937534083584, -37.78667397572621, 13.853607595216694, 9.038838905556782, 58.53286903179492, 16.66496362809879, 28.863106238563805, -13.98234575558963, 47.52800674082447, 4.1401765349025546, 25.926318997654842, -53.98538305822468, -71.90214787599403, -80.71265567622781, 58.038146436070505, 87.83863390958771, 47.64645214724779, -7.972533222041378, 72.90795194178223, 15.361574140978854, -13.186267968792924, 25.086643629207387, -33.434033524512856, -95.70312518130417, 58.61451396409181, 42.96353695178918, 15.456270535742371, 21.67718330920831, -2.7052183609620517, -40.03990829626565, 48.823900237644715, -3.8572840581213184, -40.460110128335096, -32.80939516948408, 118.66113100629204, -66.10167954159121, -37.28940446448261, -0.5253085432156192, 79.85502919206333, -40.28675771529827, 34.25775051007925, -74.85168904302239, 18.94220929291742, -2.708434146094726, 58.985516017263755, 22.404233225503642, 1.0094788451481118, -32.28243281420283, 50.96032633247351, -45.408961805726385, -74.423548852715, 8.232571084429974, -0.002701718123420704, 77.83037805197571, 5.490248104178054, 81.62290011202775, 41.27021064442317, -25.919088194839365, -68.24958828630884, -7.8621983613551505, -32.485199938827755, 83.50039692501846, -0.5108146614580567, -136.51837058265835, 11.700706333191858, -102.38232168946571, 25.252943088578753, 81.96933377163859, 25.134344558694654, -49.13959583310788, 81.58334847932909, -158.13279882602023, 39.2865553726002, -6.539217876029158, -100.18166590905442, 15.132422049006795, -30.76382508199781, 20.697427015713064, 108.05891357562618, -13.212352585728118, 51.914639116753584, 16.56222165370472, 42.187716542423175, 112.83298364389991, -15.379591107674782, 33.528242651613866, -27.682427731117855, -24.534661933371147, -63.882280509861275, 2.3586038981078508, -25.12161957687717, 65.23582222699756, -76.77794533008434, -46.6089167447172, 70.77056964549601, -61.88913076148112, 90.2710130179668, -19.749761100130257, 43.1043048965429, 61.57762993422054, 4.802021691609368, -52.12987749660405, -40.01534630750092, 42.14019469590528, -47.21026132329866, -12.142192435903697, -22.542979081898274, 43.733469348827995, -79.35602953405434, -108.22575313728845, 6.8645312201772715, -27.162890684226785, -13.01213139019366, -37.597663964538235]"
Tl,"[-111.81299304751602, 30.96396594629862, 15.367157975669883, -91.01267492736298, 13.134034598572127, -39.66454348385059, -11.296718869536674, -48.512455263401336, 55.55890164260245, 7.023639195103235, 26.255200191910255, -11.549133519627604, 37.872902623002474, 87.26223499440859, 14.421941449078016, -35.00784103342052, -68.54402493576333, 9.97629503778882, -34.22869658879049, -42.71476565107613, 3.339777025481716, 52.58425848628291, 19.81965499561336, 108.47048040105243, -28.02827226872032, -43.066596152056746, 106.1829993257514, 13.954327330343697, 34.5662664960452, 28.840761978070653, 29.649401974197534, 49.02649636154715, 3.4013825385716805, 61.35374551036066, -51.29206498481616, -70.85822316107281, 21.924189914631093, 45.86313091980313, -6.7867677841996565, -14.154678793897073, 39.950555266437796, -56.88279796569445, -53.81842276552133, 49.505907761580374, 39.56549721724574, -27.994569112483216, 59.75330698457356, -27.29303860163717, 28.15205214437649, 5.179830126336361, 23.932997227150892, 5.156655436547914, -38.585101612262505, 63.96381484808707, 75.74969626325426, -48.66014813873202, 1.3710122135539526, 9.738639701814938, 49.74696938609859, -100.25189476633666, 77.98230700186994, -9.841510034376665, 32.41403595591029, 38.08384180779373, 24.735060984847927, 34.32477401026283, -7.534575037117131, -50.16843664494213, 36.663185065130335, 54.20236164519653, -41.85347875649125, 8.517605887751932, 33.8814876424519, -13.768283521207035, -83.2769909157095, -24.11691425184072, 69.11841837235978, 58.084390499422696, 63.06963607575015, -39.10338214319484, -4.366330941194051, -59.339652623864275, 20.57534573014295, -3.516556799019832, -73.55872135865118, 66.3202628325556, 1.160770210090591, -64.88143651018673, -59.899109401311506, -95.0957134467816, -36.13009510970457, 75.3920266759449, -62.12313934927219, -95.28127307085381, 92.32436021962303, -15.419562825566741, 12.766122570922633, 21.70179950091412, 14.1667975306962, 114.63133864664653, 16.40966664326776, 40.399941223550535, 38.4309840871256, 22.424203158392178, -29.915409811019668, 32.77107860066115, 28.744953189690968, -37.9895194359762, -32.848716783091305, -5.221517996207044, -59.56702749354089, 90.20080940566923, 81.49917564754233, 8.46840436884498, -3.125003741194456, 4.6797220003371285, -29.98768721363659, 9.376091541563241, 13.735818986913086, -0.8097749236347733, 35.203674664688656, -66.48001693232536, -1.5537924950237532, 20.921163051642335, -77.6785759586033, -48.517786756703224, 84.4414107949413, 24.692804960793648]"
Pb,"[-100.52640026282921, 12.729960752864871, 11.511243099817388, -37.688355612331165, 59.638262079866266, -64.14027725765564, -30.098864390284543, -30.82599739609558, 40.55860017424082, 24.26438261249955, 20.773442730528934, -0.4588769987939768, 39.15337390177078, 68.94258865661861, -9.308372770795991, -44.20614410287874, -65.37532902243271, 0.8013019351058188, -42.31733654333959, -38.05845562703355, 12.551075737142558, 60.193343961279886, -16.37006910776719, 81.07277337482498, -24.462244279409287, -41.91083475891452, 65.87989528049269, 15.869337593943317, 16.446994898969997, 47.521680059532926, -11.959245262305792, 36.050495044851914, 21.99608892151948, 80.33430393364225, -67.39800295053412, -108.96170654539195, -2.3381111022118484, 34.64961066350491, -31.08400250008769, -20.718773835816357, 89.83740905398189, -74.66292957310182, -56.22664388419525, 25.78709176150565, 29.412969408044187, -38.437849827993055, 79.2555056458725, -44.021805789870676, 60.64590365381458, -3.8695448943105686, 17.902713859780725, 2.2874926918179166, -6.942289433907819, 60.6113432657255, 54.47370639386981, -60.9923486617067, 11.896695994672857, 37.20603656324023, 46.62147569795651, -68.38311357650531, 92.0305333732731, 29.959564846115764, 35.53294889380873, 25.34659129006937, 57.660371552563724, 15.417533882529296, -45.21810398086064, -36.61389091413385, 12.290990896927829, 26.939096110817225, -39.420153975786306, 2.992219856160271, 69.73305720599812, -30.590947446242712, -83.31566964331341, -35.25184534797085, 101.14593607068205, 87.23059553167977, 41.79811596021473, -12.76877181254728, -31.53165404787751, -28.02900838902165, 2.326972084093227, 37.10824228715658, -45.18089403763327, 57.1301835802038, 23.2328374517246, -130.89935050905186, -58.7001960432988, -110.53479656789182, 21.6058705422221, 48.643762096029526, -85.16411296372759, -104.08339197482765, 65.71612825725289, -10.188750840141523, 19.217929572498534, 11.204040488535972, -4.43416256578288, 89.66354391214708, 36.41801048916393, 40.13129582976903, 46.36893632906857, 26.98330904731646, -6.011044559687537, 7.385164694785289, 14.43029010041523, -72.86621622597644, 7.684293192073685, -56.939673954398145, -58.51131128930963, 42.70879119799951, 84.12002091813316, 21.21420760621775, 10.807403647659877, -43.201866889206606, -22.97513965040865, 35.30529015838917, -32.60930255149239, 10.355262809825648, 70.4268459736128, -30.574316751833752, -9.564939452099166, 15.000869541132253, -80.81316512332182, -18.52909885177901, 86.8757093547439, 89.90729673620876]"
Bi,"[-29.449079561653903, -99.63122760241068, 19.67771614424481, 41.49707684794657, -57.215626901824976, -34.91669658998877, -46.07234649781061, 102.39850401633626, -12.773980441944225, -107.20389650138891, 66.77188525441333, -55.562027406337535, -20.94604331912048, -49.72335342970112, -2.622965748583419, 12.810382846888523, 37.10459173287717, 57.35290243678746, 10.58112085855805, 57.21639897827289, 93.18197343939342, -52.07975908745932, 43.78260636231791, -53.292848305648555, 38.68459352538272, -54.65038551442926, 49.89936395371951, 6.105034190748461, 19.132722150942257, -139.10645816975833, 53.05167129718147, 18.739562188694535, -83.60160623098724, 101.5678304497753, -50.251046293673866, -7.852528432833495, 122.24375436129469, 24.10213592560181, -17.95319382344646, -46.25391982062833, 68.83915329182759, 21.902450218362567, 77.97640847185123, 21.031278594860883, 64.31401066449106, -65.70264853343411, -16.12229859402748, -48.92813625355481, 41.929776794586374, 39.77647788287364, 110.01691696670275, -85.7308136886098, 13.96570801018262, -3.5460494199233725, -48.447585878255964, -81.12765403292187, 52.20555778904292, 19.19697685297301, 4.742606482116524, -62.84331920045551, -38.19116375116757, 45.89806677180834, 26.956216580457866, -44.767112691242744, 72.93734957288414, 24.754890538756793, -114.77796479791506, 6.973710205613559, 19.977603657752326, 3.840138307515651, 79.71035188878975, -76.09175202062036, -18.324207817063407, -19.23055484327298, -70.4791113951347, -33.65161160684006, -31.34602840055125, 62.814711528569, -50.71590097705821, -4.251121527401939, -69.59818538497866, -2.9067585572744705, -52.11022389377298, -3.996074749469639, 37.01077002445139, -51.33117567559872, 92.10308909920651, 6.141203880596584, -44.598309754896704, -79.05683313461797, -21.880592254491138, 22.441613044688076, 37.853870144253726, 1.7266307632211473, -40.008067138522755, -44.95934536262727, 51.09993001750767, -68.57278767994782, 20.039531819602168, 88.6254136337183, 61.591106259683784, 0.4969644281760106, -15.924697487444961, 20.97981139928496, 80.90258713153665, -93.6432929640642, 26.898794817411716, 48.19078042211614, 52.043186810966496, 109.13786224009773, 66.29861424925711, -88.30782084575398, -77.5593507862415, 37.4853777169631, 27.193146339343734, 82.29682358018087, 81.30671567253697, -7.3506598707265836, -80.37509231559456, 10.82835387192861, 2.510516228970785, 18.23401069033278, 32.075235268909246, -94.09980744695204, 102.40432518269391, -11.77633917199308, -21.51127782967184, -11.76504905527039]"
Po,"[-42.88390920853447, 72.36465883602973, -44.78120298959173, -89.8984792632509, 78.53682345788661, -48.26444985306419, 61.819579865464874, -20.26118937532205, 5.697766699567121, 65.87382198593224, 19.906782795983666, 48.71820370945368, -81.05410402148827, -53.934845945686085, 122.79557770487928, -9.994184184566954, -72.2360707356261, 88.72086549015128, 165.82709161789623, -105.43183568006253, 144.3416554072837, -26.997714864979468, -65.25561766049815, 60.09412954684913, -84.84934344469988, 25.85914657640871, -61.23663748467678, -43.395691416704715, -60.36147251533655, -115.98584522308234, 94.78258440019718, -49.05874622723619, -42.375558991410095, 88.42384777782092, 37.9241097602595, -107.32377052098226, 9.944083520092907, -17.803384567197227, 3.178575623034047, 51.08246241512211, -18.579966388683527, 98.4813414787534, -2.744015016804911, -87.82991980105137, -107.93424925141662, 52.7876271894232, 11.169526465684722, 58.36012741909478, 132.41679574881368, -31.828243639421686, 43.448305704898836, 6.637782150696556, -35.61712007797342, 40.73119173831134, -45.97520125449549, 78.62296823258234, -91.15161523884451, 35.35812784171554, 86.45347193165553, -1.5561774603900986, 8.209373739856037, -167.20214092500328, -123.08966107588653, 16.836181948074426, 12.994934113274578, 100.6455350245322, -38.85666404304621, -36.364634308454086, -17.90972230418578, -82.13590514421334, 28.769883501711956, -6.051392521716342, -36.694036441438314, -50.264802382684316, 43.47299420675178, 135.28980033239716, -26.003038774521098, 12.267752743900344, 105.84302132826295, -62.635189368808966, 6.52373410133139, -109.66101655696995, -33.52407331233904, -10.672104331869283, 98.07528628831624, 5.924759160660922, -44.117363279859084, 163.62160013633687, -24.983159746043995, -125.90987384650829, -8.664602211758401, -92.99079603759594, 57.717432011247176, 11.067790171905706, 21.771044898539035, 15.495692645987187, 39.623032184983934, -73.59418670094085, -134.50736388741834, -40.53643804763103, -61.379946514314135, -62.15181814781446, -43.861244677871696, 27.828386553846656, 99.03879998998092, -10.60256066338715, 24.07184325567204, 78.63726874292875, -43.730817441395075, 126.74707456762722, 58.404551088458845, -89.51012040537509, 33.597842130135, -15.692842064547637, 45.00705265495073, -42.875817620763584, -99.97532901415806, -151.152889590339, -110.57795585015246, -11.591248450441322, -40.22977019647534, 10.404062652132595, -15.648023097154935, -50.521369457532515, 17.792726766708725, 73.33623318176973, 124.5474480918556, 42.02455862651889]"
At,"[26.53414437327371, 24.993475909910913, -45.99293211821755, 69.56737737243228, -83.9593344920919, -80.39568806148716, -26.87785855823507, -53.55585804654946, -6.531839432855444, -1.039115185635496, 27.011360701559, -116.9245191337162, 4.951486588865674, -64.42466052934296, 99.33603333346115, -36.47014907850655, -84.15195134111465, 47.50637664471815, -23.318295674409843, -68.58871143295038, 100.86894267912403, 56.79252994175653, -54.22339252652874, -24.061969196562927, -96.34375486924206, -105.90827196543485, -18.54794098596465, 33.79201514670566, -97.75994803345615, -34.007764763725085, 85.84352474118096, -24.73833042083538, 1.9324706826165212, -7.747279317128108, -28.907555563557338, -17.846431963524434, -123.55019715337043, -136.54467185493633, -65.53824682390854, -141.6464909495481, -9.679431176079978, 129.5821841590895, -84.21034394917628, -88.22683619036712, 54.50042147271766, 92.70826301331681, -90.36548022773614, -77.85263108976437, 6.708514641763197, 1.4314867756677083, -49.496333448738724, 120.43457402501475, 2.063308178932674, -5.371400890576261, -47.612968951496924, -2.155446973200999, 97.47308502794615, -65.16736161658727, -130.6328021607151, 47.86005255114968, -15.527283405617649, -23.510644913529294, -119.13533677318627, 100.16343910456706, -112.33662969162815, -57.76796533010285, -15.01228869398698, -31.62624676054432, -114.50280171887015, -34.03932371841497, -38.21046760917977, -107.0981486815442, -7.371829368031655, 59.607783213699435, -70.18204907729786, 31.872506080397823, -106.7397097725172, 19.59244230059115, 117.64598932157065, -161.55521481839148, 79.3229534028589, -1.9660955374991014, 76.58732047249482, 77.81141528552325, 45.45496187783882, 42.52828910351637, -100.25181599751336, 34.451973457373605, -23.685299700000883, -36.485272862651655, 55.52559756412162, -41.385027487426434, -118.04888428147687, 66.07902957195643, -38.99461566529879, 16.336812970037318, 20.53977026689053, -51.19364375691139, 0.8236238974879179, 143.36839770123905, 30.432788219332934, 4.917022721144554, 37.47237979557164, 0.5644490620917549, 39.10692581246548, 5.14292511795995, 95.85959718179404, 67.70396660680451, -67.30222211364068, 134.1251317730236, 163.31604263711597, -63.0331231147591, -45.94025814098299, -44.33208341657499, 96.64668436306431, 9.498674217947784, -0.26859813766966184, -36.217602799840115, -27.001778751442316, -81.34577600852609, -97.94081789955106, -74.48551863765202, 59.28399203359535, -43.33293493919771, -62.342080278136415, -92.8351516315984, -41.785538971997454, 50.44711814916195]"
Rn,"[-86.38974716530456, -27.145550051334894, 69.42114590588295, -115.60015211671305, -55.625649048658005, 95.9278621307704, -109.01732222752732, 99.81152005203116, 8.073661622347727, 70.81856013962228, -116.10080290091162, -176.74410258205197, -49.963694068567214, 79.89346237896626, 118.13746251981232, -74.67679602662969, 38.011353959086065, 132.31159807295992, 88.66122751691702, 13.573714056857474, -6.430118155538487, -62.425600429887254, -99.26376590509182, -80.66257203203295, 3.5877537688536094, -44.68489744635651, 8.474248372159968, 90.80905545491622, -52.42068714900446, -5.234337948033932, 22.26327725675109, 61.66560993571593, 94.79241123740572, 69.89424252632402, -89.27050586786015, -111.8802884062684, -69.82612542469673, 29.85036293166003, 30.892032983477055, -14.023120812711017, -48.063903177944816, 40.801106223682304, -65.64363479524728, 47.11892722646856, -123.39664594523866, 69.58204208717748, -100.36167179947495, 38.32980567893527, -3.6452991734237514, -94.48262526821165, -41.693175677492604, 75.63622869405093, 78.36482340430084, -96.73938847079042, -12.872890589579091, -46.398797348863894, -79.36134764121024, -11.040159225361842, 0.5826190958060748, -69.43586670791694, 26.902376143935793, -12.295624433361047, -99.37223861305911, 63.0442587215865, -42.38229111258238, -19.779386748825136, -11.324202968997108, -50.4400383614049, 46.809123415396456, 7.4524455254919415, -70.92045688397633, -19.200881640388744, 97.031948116298, -92.38166020075788, 123.37481171472994, 122.73395340729085, -119.77897068380732, 25.148215668093396, 88.42951500935966, 12.913179176132305, 0.25865755774210203, -74.7351307340969, 41.82527401377282, 41.41387590977459, -37.9437226698423, -40.47686307127909, -14.733295314351997, 11.013698495805851, -13.630746135310082, 17.512950317993266, 3.987918340844191, -6.779861153495275, -72.27864043130002, 31.249712727341272, -37.050693190556736, 49.13452420771854, 6.797042313738737, 22.93106437627949, -76.7984129301167, 7.283282660997721, -49.85405064418838, -90.11713940671329, -93.8874545567063, -36.21767657230754, -6.454243790966053, -135.47238468128947, 161.11523561190742, 17.282933896573404, 24.287189395250326, 146.06845256371673, 161.213016909315, -119.70449856303411, -67.80153478235734, 42.02181933442784, -11.69487525356922, 73.70131590813428, -40.340610846613224, 74.92875604284811, -51.39561189916364, 47.1173707545886, 71.78917543930741, -70.6748835176005, -38.44940901028672, 75.72907845203919, 53.46427631953421, -24.519433746441315, 14.847215632866519, -92.77564052903512]"
Fr,"[-134.21905772983612, 56.39834122668498, -107.98720671833851, 94.02593728015113, 87.59364234765034, -50.70253982186382, 12.953266641322367, 93.83009434237277, -87.24027083948259, -35.392905173480216, 9.225510416964521, -90.5500641348014, 64.77822816412201, 61.55464293872644, -1.8365336564536034, -16.164434284926873, -33.69614479295819, 85.03174379251885, 142.00928560845045, -40.74852705066484, 129.22249689645025, -117.55000555217171, -32.8881744302206, -36.467181234891946, -68.64209711802691, -44.919339969580555, -79.29931236899006, -53.35431252562649, -65.11701638329342, 13.4223756555288, -71.06136072711297, 5.606319794383465, -3.3489650952470624, 104.48428282852673, -82.19773146411482, 40.80084476200853, 18.22617229568213, -53.461461316911326, -49.49633118990123, 39.880080416076545, -59.50507370857838, 75.59580839054018, 5.800169334079676, -21.7714675534487, 21.864423275793143, -88.6366725284535, -56.12334143909941, -63.643297283218466, 25.356285578370276, 26.30413892799111, 26.7143872424464, 119.61929641979496, -2.6744449851952528, 12.973376530879206, 17.193023995888577, 99.75303647745544, 56.8947750670509, -104.72402908588023, -78.75745550193727, -50.131513387666836, 58.65598428893584, -122.52412029968352, -155.59408230453042, 127.67036050263624, -73.93990787642078, 51.572034856956954, 69.34621194370018, -124.48528376097765, -112.50018846515805, 60.36042528876585, 18.306605506035535, -24.787051437501912, 139.11964763462797, -77.61426108721761, 98.65749142238147, -38.19634209460091, 57.66862033830948, -82.18584140260175, -10.294093662232191, 36.315599176555075, -99.611880998267, -13.905080487102843, -13.469274027541793, 13.718351436438358, 5.88964797231256, -24.994586095605886, 12.910251777775581, 14.773401350255362, -37.40486885769014, 73.70549275073081, -119.23085806087717, 43.887355021475585, -2.506637074394329, 129.90647031648933, 0.5128235712884291, -115.47762832194134, 81.83823366881094, -28.57000948815833, -15.144904451262573, -21.987272704957217, -81.32903836488121, -18.888528784144395, 50.841879440179504, -6.480590827659214, 63.49195546913699, 28.7201023520645, 127.90917090263709, 147.77627381197104, -27.218679318958653, -50.47382696624202, 55.52042962656952, -81.29814751064413, -9.48139010968258, 1.0351296650804833, -26.633323814861235, 102.92777559209, -54.33459248435397, 30.603149576174395, -111.06100736231883, 18.144883168312532, -118.36322550377777, -84.72811458315141, 24.698011388753006, 15.590852937050784, -86.5469469577398, 28.185659851728353, 48.900299415575894, -114.96160813393236]"
Ra,"[-110.20724925290637, -9.18421508211022, -111.97630950700297, 47.470031722403824, -9.134147722098211, 29.048404033428262, -70.11142434994494, -73.29669827467666, 32.71391555009939, -83.34974388369145, -64.53429260740698, -150.10481367858767, 58.48287593709322, -64.93932511094164, -55.27197969477406, -117.57055473371709, -68.31883964498205, 67.21643954850217, 108.57133845871478, -38.637046551023765, -6.475655652391534, 15.933068322622308, -53.68006295567177, 46.327927771310776, -117.3428717381073, 57.30982954656074, -31.1799550325812, 85.62678831565482, -23.792542513577498, 59.76049571033039, 103.72520536239992, 79.69602036464909, 53.86283498700605, -51.544117232658124, 43.70541284757449, -126.09264249178665, 5.9874716462272435, 18.076094818769864, 21.294399215816885, 24.94298529323364, -83.95999864214664, 70.67541258720908, 88.91403748186615, 42.82396351738079, -104.0945587293625, -67.89362564698229, -86.20409258999851, -30.360992570490808, -25.24581712051659, 86.82173093171748, 42.0132847054656, 68.27712201421109, -68.36706148334595, 74.56730257560704, 70.64878577387387, 102.19843820665226, -63.52557883489749, 51.610545706820844, -129.88894696938357, 103.16141037775493, -35.28255002103119, -61.96709247889166, -119.99586553359262, 186.51669827329306, 71.27362693006299, 20.368192351335622, -45.81179643276819, 64.82698700565768, 12.53570176059216, -33.34634882224392, -50.3442973136447, -91.63114703865593, 18.682164776890264, -24.30246218830683, 122.29764179173708, 142.1989956888069, -30.05337497892583, 32.313653473707454, -9.43842227173972, -126.65371120135079, 43.59831420039895, -14.39735355472541, -70.59410416898099, -54.37829273288598, 65.0298342833661, -68.33012361422026, 94.28142894152597, -2.8521063548314256, -11.804994259505527, 57.08011770230869, -75.47637489302655, -23.330481603533364, -55.91779181232213, 33.38533941295615, 35.06212125435418, 3.306832883414358, -13.822128563269464, -92.90991871243521, -144.81626731658994, 121.04566047795527, -1.035445905784342, 60.705695395972526, 76.97303232206687, 8.062789552041151, 61.216247041219056, -57.08681946001403, -40.43091163514241, -19.71968046966896, 102.49912146048266, 53.196551007436945, 73.60556474092537, 24.481132956188524, -81.52240983751385, 7.141334067412284, 56.61824909000754, 5.134218202039904, -22.956648842314365, -14.360154894914055, -33.39503021497995, -32.094389383228936, -50.99380604485894, 91.88493904066651, 124.03973906612998, 11.59292508054697, 63.24314102528521, -52.416996005430654, 68.60958816249521, -126.7244160355143]"
Ac,"[25.452621598734172, 1.8752833415092094, 15.36112209676158, 13.104573399001955, 2.427394926957448, 0.3063977122021351, 5.157416685549232, -8.700756195747548, -1.57904597066243, 1.815835093867245, 8.721697646355146, 39.232133419531074, -9.4693469769035, 4.948307132975181, -15.158814265974245, 26.314694917248932, 7.429284831782301, -1.4627943174729663, -33.07112394406052, 15.062838884115925, -21.75772337311512, 9.489403266464542, -12.553626296719072, -2.4542824707522812, 25.218057622089866, -1.9028110124501771, 11.824627855965431, -13.018839209955345, 13.266940898965066, 11.593101883759758, -14.467601608801175, -12.088733453443552, -7.150345117475179, -6.959079846291664, -6.584357600157315, 17.92495403580194, 3.0566294145260247, 17.667891697375815, -1.9610417894820682, 10.992089374762886, 4.94014030405553, -41.37022847303988, -11.411123179412957, -3.610298826952847, 25.562243923393442, -7.232181195135067, 9.532844226442187, 7.428950570571479, -15.711501513017291, 0.7720470803074695, 0.6524168495847944, -5.263799866532923, 6.9129592531600075, 17.598774111362868, -5.219273672041557, -26.639817750742576, -6.455614099430306, 6.860111988366801, 15.073347722891345, -0.9863146083531125, -0.8462395457964269, 33.67615150778895, 16.52927237883425, -37.54932313294316, 28.969679093334857, 3.199000291482333, -12.912371433571122, 11.361387660058956, -0.28848433473976126, 0.18659787628950844, 2.66682792334656, 16.38407319040832, -24.346382533517193, -10.928754584333541, -19.648248097018335, -34.717230099295264, 13.142386431025237, 0.08402266810274885, -13.273110359385022, 33.539776735919496, -0.2035566366269808, 24.666404287784477, -2.458318727401703, -7.242146188818609, -23.840454541951978, -9.794353611432086, 15.538852095375256, -38.35790683654126, -11.777267742788407, -8.24712903676997, 29.413178706700442, -2.5740650928260633, -1.1687457557190057, -21.979291017643547, 4.895533393992278, 13.528267018903815, -10.11206848240789, -3.479918595149744, 12.062268902814198, -11.698943726866784, -9.226012818561125, 4.123675485052947, 4.346649290593358, 13.786295224810024, -11.982105025998486, 19.812994386519588, -25.760210008785673, -17.07720493395128, -1.1906871864995345, -26.372631848155095, -36.268623151897856, 11.062281491772065, -5.265160067996641, 8.25094918883868, -13.731400601149968, 1.0592946387305486, 5.4526532456681895, 17.755725964305288, 17.932893597928324, -16.279092795893295, 3.019064916518635, 22.00700166363492, -0.5006094139010921, -2.1064700214917274, 8.867859921218068, 2.2381933564043437, -6.755031470657453, 26.02034763502764]"
