Element,Coordinates
Th,"[-60.12925555125018, 29.50571316749857, 82.29939240701908, 59.40201740044749, -27.220134604093907, -31.900765600665068, 16.0345959520289, -63.1844977498723, -67.60717906542304, 18.81356101808119, 95.33755072715515, -58.99205379694583, -9.366636617539939, -24.034521196137906, 146.6384497439526, 10.53043329359973, -7.675509309063159, -1.405100503901587, -18.878507209582466, -18.944132016024916, -7.62366190467111, -63.132276952419424, 46.321855197988725, 35.09943490677925, 2.728534402704207, 9.606240775254212, 36.868099991287934, 61.693436769474054, -32.11832664442249, -50.92305876743258, -44.47580397260431, -50.4453305679562, 35.400112746232885, 11.212822025533981, -56.28332701598606, -98.7278342785204, 7.771834246660863, 6.322015075433649, -51.84027302807275, 9.514006102975223, -65.23024221226981, -116.99563961830154, 63.76997739327924, 19.947162965302514, 67.11078152043149, 1.388333795760848, -83.06790142840937, -23.381633990361763, -3.2747640384681307, 5.1566578029947845, -117.3237344139788, -10.815608063447211, -4.722057876755572, -68.96399137408739, 14.631617566668726, -5.944358759365839, 19.52264931595692, 24.72501846363285, -32.09965327484173, 47.70356354446927, 47.240596166058126, -74.6533154456141, -15.25005430555297, -82.62482705940211]"
Pa,"[-25.7272302375156, 3.3101925273247197, 42.64962072802446, 36.67451198352123, -18.136013808582288, 11.196666410489556, -5.48004402527346, -25.498013574263652, -39.37750128978133, 16.226378815344596, 55.713202091623835, -28.060489443456742, -8.841698156591656, -6.119048229835588, 63.02532819180992, 12.259171213043977, -12.795134535334217, 0.16914558995506124, 6.434038339617629, -7.486167222859942, -0.7707031716794308, -13.254834509211634, 45.2698387562669, -8.672376685376376, 6.581136126934909, 6.17115327510817, 14.624499402935212, 26.187845803891236, 3.82021020832112, -24.057360439628656, -29.27619541141188, -13.26301668327157, 24.881563032309977, 20.596166445954232, -33.41835318289689, -67.68178237245155, 4.708672877973657, 9.632464865953004, -29.2201186743027, 14.405277651702304, -22.397556876488494, -45.884289366087486, 17.432787605291917, 1.7878622980340342, 39.84719463002794, -13.240568286063192, -40.85186431945041, 3.1815547780072584, 7.2209980458781375, -35.35417348408958, -57.23944684531374, -24.553302131775997, -16.33434801812772, -69.65359758927936, 13.024724054837794, 12.21207452037908, 14.757887858515756, 12.16561300357214, -24.780330364725554, 26.354440665773648, 22.504115705120117, -54.74095946125405, -14.260641122026115, -63.358022324480075]"
U,"[-66.9336469920403, 33.88798663094776, 91.09227065228708, 61.349874472159776, -32.79777511044332, -41.33124959830814, 18.516514561849288, -69.10894810009728, -70.05356555960148, 15.229475577228618, 101.05628718338599, -64.47402276638984, -8.583740289012503, -31.56090051268388, 161.33207605906242, 4.385196290978329, -5.350815126824348, 2.68308408592207, -27.098776288920938, -16.2945507495119, -7.829918332808246, -73.64711547497579, 42.32978256728549, 49.11285707901044, 1.416588535658882, 10.718482628614485, 37.24506112663602, 68.60046287678311, -44.52449183888903, -58.31370309712381, -43.78132222362916, -56.746218646460285, 36.50586191597041, 8.57815346074298, -59.321929643310696, -100.13016052723223, 4.836200569866905, 6.3161535368363815, -55.16692472688599, 8.975769143416283, -75.81641061944909, -126.52340972439151, 74.80507277899882, 24.097582319378336, 72.84656544961179, 1.520104619739512, -95.18479682881556, -32.771398695535275, -4.630569938503423, 17.974136918179205, -123.6328662072501, -6.626571475585313, 0.6864937408370136, -65.70191422144464, 13.317410118097637, -9.816193710489234, 18.950159824969976, 24.14707660877636, -33.97850744530017, 47.35260151251449, 54.078078343696006, -73.37169820270057, -14.279684239479005, -85.07669932867]"
Np,"[-39.623016067437355, 11.765784959293484, 54.22501894893603, 43.40641335579818, -20.366827435614518, -0.8889110392428226, 1.6785937879311716, -39.33864685676225, -47.587017484332904, 19.147767171514207, 73.3169089460779, -37.657048658402495, -9.711378084150104, -13.078599278761711, 91.5504959188269, 13.884054628101314, -10.572678829270536, -2.3389175534612456, 3.5188957976437623, -10.498623737726886, -6.20647731501135, -29.45154144035292, 50.268362186751304, 5.663577058434378, 6.504268005807384, 6.8995806236115635, 24.82353650234433, 38.32934954064387, -8.772661282369297, -34.356192635941355, -38.135438147516254, -26.979116092061627, 29.36097372492199, 16.196283723893366, -42.764723161373674, -79.61815113045968, 5.9234131851142005, 7.828508421862938, -37.71630613087151, 9.703026801621808, -40.02371301920347, -67.82596066705324, 30.69400637834851, 11.234663233019706, 51.48998500265041, -7.61748970468209, -56.57936308949664, -5.881696669607393, 4.354990273952155, -24.084722154746807, -79.08928924316393, -21.47725918344934, -11.907976514993875, -70.3040701637962, 12.835771267464827, 7.253619490956365, 16.379731630221556, 19.3867077652768, -24.142994782131492, 34.30568407161018, 31.554691189407833, -63.41155803210267, -15.272424256484964, -69.46447157986725]"
Pu,"[-34.41967081854709, 10.721202197913685, 51.50338055136943, 41.94772009476039, -21.199092906425534, 1.3034809905577587, -0.5443094691701902, -34.28577656176524, -45.28079868799473, 18.76420525285784, 66.34458801061513, -35.03904608326387, -10.618206075735408, -10.430291421817712, 83.07283322013197, 12.971525275665094, -11.984052925827724, -1.2642022235644113, 4.262241074404572, -11.22508037578196, -5.161799654903369, -25.6929085840171, 47.898243230507056, 1.0908335465305716, 7.864835761912581, 7.380633539418517, 20.509948616509927, 34.75539465843951, -4.128165562909427, -31.22919069455878, -35.62806099071292, -22.01909875869794, 27.293743979234613, 18.26416665565366, -39.640939814257834, -75.80043562097445, 6.717705228994143, 7.799943344348875, -34.130418328914054, 10.427712129458524, -35.112022824511186, -61.90488098583628, 27.51786775906439, 6.738561998492685, 47.90125119366924, -8.626685671476768, -52.01650128307769, -3.2948153576081776, 4.650830319263523, -27.522696490774766, -71.0276430919188, -23.302967086376686, -12.300418769886562, -69.39931412467374, 12.60166293159056, 7.9543348604743445, 15.01577300488811, 18.05968554453013, -24.55921492352706, 31.88131048622059, 27.31374613705089, -61.3664671014956, -15.950931256896068, -67.62491281444177]"
Am,"[-23.02489566662168, 4.818432866140742, 37.2832423909615, 34.23798961185547, -15.7250505493425, 10.079924059847501, -6.184398526361914, -17.867742392654367, -34.06364508421582, 12.445460175159084, 53.45486247290651, -22.075914517031055, -5.780564842266178, -3.057333566632707, 53.27014170125121, 13.865576505529773, -8.834444796257117, -1.7636206956223592, 8.480813981988222, -4.373888233909353, 0.7789246308251966, -9.055043686823987, 43.50408695918792, -13.966855998657561, 4.861751392236725, 0.7850409903180476, 15.356436122068988, 22.21668076839372, 4.429022478869268, -17.94726625320671, -24.996762395415402, -7.822512411750147, 24.79117909145406, 20.33664179110423, -29.41275410862119, -60.923876600596614, 3.0000160241225915, 8.455842456911334, -27.979347244426187, 14.458107102172642, -12.723491698555186, -37.61592654834101, 14.857275898702996, -1.1403046658032472, 39.16970976177574, -13.767993151230282, -28.70592166292809, 7.67723404038891, 7.563176499674021, -35.722153375263034, -51.724037838221406, -23.44780261724546, -15.807292558758078, -67.87119826525525, 10.671176937797505, 11.686397385958859, 14.627961973237788, 10.301888288363985, -20.037627894144773, 25.02099246323822, 16.410747866752867, -51.64354275031302, -11.304540422098118, -57.22046367514321]"
Cm,"[-23.051577480150943, 4.814835343775459, 37.11435964054999, 34.99690111703785, -16.26172727180923, 9.652626383404511, -5.948500514116371, -17.628920549387093, -33.40756958765309, 12.117172628112963, 53.884660117940065, -21.859823237349833, -6.607399894165225, -3.6066520976693464, 54.14607453253456, 14.249237149478947, -9.445036030098096, -1.243583441698116, 8.555535261716827, -4.388655743221079, 0.05347315586678921, -10.260226399709241, 44.097173861143624, -13.822344846756808, 5.822880532868527, 1.5682853892974278, 15.599561413627752, 22.787123566642773, 4.049676277796258, -18.14351440160972, -24.940998008768922, -8.54143720256605, 25.69024843150029, 20.681000350543208, -30.25896911565349, -60.423765994142904, 2.8053678767618275, 8.472987356702394, -28.79994366800532, 13.604960409109921, -13.284346383152613, -37.91049741169781, 15.088127570816598, -0.3206608137583239, 40.03370389033069, -13.345954062742852, -29.411828386570313, 7.661627043486484, 8.375797577417734, -36.04719268171701, -52.42521635836229, -23.624065176987067, -14.955686070327587, -66.74322612985792, 10.264952618812462, 12.571253362019702, 14.15968660327129, 11.065163621907844, -18.983089569824298, 24.944237495567837, 16.257419909845797, -52.08390996224572, -11.908589640111236, -56.58115292497008]"
Bk,"[-19.898203397237655, 5.845133523670993, 31.017422298168047, 26.659720686339725, -14.422231115642887, 12.769039459994236, -8.707460399124876, -11.6908317910897, -30.47897556134444, 11.198226263438642, 50.242050672409285, -18.182953763317453, -5.339631937573209, 1.568847469260058, 42.94134861927518, 12.045206594389763, -5.980463001964927, -1.8375974681546057, 12.660598313796124, -2.6545724591035023, 2.2502069541239735, -1.4107259997909298, 37.8868026937222, -15.4226777383598, 4.281116177788174, -1.5993850498687525, 13.91839861294386, 18.071162163816986, 7.5871432821714455, -15.188513019837917, -20.346701448077333, -0.4207654563541022, 21.442658509025904, 21.054251782201167, -24.533567314241605, -54.19754105112183, 4.349278643586759, 6.299626033472003, -21.696405905145667, 14.34617189100458, -8.03876287720167, -27.13412792104894, 10.675491139624226, -4.943064055989214, 33.779962419441354, -15.490965916739404, -20.242759030814142, 8.459012391925544, 6.330391446845616, -36.19253638524946, -42.04769439768815, -24.76638640269113, -17.016628432566513, -67.40570128162513, 6.115545009070854, 8.78103623348693, 13.530016813563272, 10.271795367247584, -17.130737288266005, 22.69924714568318, 11.721586500219365, -47.05129821977853, -6.545897951605185, -53.893334532775434]"
Cf,"[-15.530435260587634, 12.887596580514566, 29.78495927965064, 22.124877500205624, -19.734478810876077, 7.656651094224075, -7.606880511630899, -9.510653023166117, -30.60826856308609, 12.373635593262922, 44.11179333226954, -17.723347937569596, -7.924588451199327, 3.007084852707365, 40.450163804663234, 10.752461379241598, -5.562618662550383, 0.28148697395010785, 12.305643090440418, -6.875698416205822, 1.9908929158052222, -2.214609533199201, 31.46049102461569, -13.714622407093911, 5.520902897685195, 0.4402982935817214, 10.609292040827787, 16.735724842322345, 11.550832586840832, -15.454335557220473, -17.22612156451973, 5.584120220321057, 16.996171457622765, 21.87762378712156, -21.511489238440372, -48.40190181748462, 9.069396077910433, 0.9011172360398705, -15.770179210907681, 10.173245226392378, -7.4643367810395915, -25.869705058485867, 10.229938132604168, -10.09247824664177, 30.771745377227862, -13.66614488954281, -16.360996677641356, 7.770484604887824, 5.107779161800607, -36.10960903362379, -33.89534114809318, -26.79540176268744, -14.157161255857204, -62.14083704534797, 1.2491844899510467, 3.0479951041203455, 10.81144806578938, 14.596581735604689, -14.652170022258145, 22.67711997828303, 4.114729077062112, -43.56148992393171, -7.928602970493152, -50.07510593310596]"
Es,"[-85.74064820897812, -39.55227834077954, -150.067028651138, 92.62679075649149, -42.42934050360197, -34.97975727889827, 19.025378675085914, -123.73881222840774, 9.00430948632258, -40.500868314797025, -76.1683398859056, 127.40266812107652, 151.39156831191727, 47.85185583331154, -189.95188483996264, 40.410194013191735, -76.07170426144444, 40.375429943551396, -30.900495691197516, 64.03991410770399, -18.73450614434633, 32.42981746848522, 41.22940783208976, 60.50238915412995, 53.17075765387445, 159.19179954968925, 28.718026958235818, -87.13050136945415, -95.04739922536422, 19.723252267012814, 55.43169012452584, -43.68769649660518, -98.05427560716186, 43.23757390447069, 62.66508230829002, 168.89088473165575, -187.03771997225184, 105.11679290528575, 149.58438848548948, -136.03477482950868, 112.11641015420332, -28.183285807346344, -64.06855561448629, -146.88067941942444, -32.84954163186802, 84.72316959484704, -10.154591875902554, -101.65627034291641, -174.35331339730715, 284.9046234950163, 25.65990267013666, -35.43857848952197, 29.6527540109373, 191.51078921502634, -102.453660437994, 63.67823304633047, 107.42914593516048, 48.831955878760766, 29.518990162997678, 12.328454202369498, -27.716268598272688, 204.84635237556688, -115.46464874213807, 27.26489465081744]"
Fm,"[172.37055834706896, -22.905023471602647, -6.293361211667208, -0.09011064061336123, 85.45520008172501, 25.109236268908727, 61.90442627704342, 202.71456727978523, 170.42942962585502, 51.17435694492632, -109.50019889477093, -74.71122321698145, -2.9336204928231466, -138.35844154628634, -179.12833653224985, -92.41965008774666, -0.22167241887306635, 125.94988295927597, 28.65881077330923, -11.66064878030226, 28.503389895462156, -64.86185732558866, 58.09260371070516, 161.91856259103884, -90.96872903263964, -77.90180372715358, 30.15100554598733, 109.41732687779867, -68.02002981064196, 205.0241891840479, 58.984694997910346, 6.558092632438967, 54.27270821841632, -10.629867883422124, -145.7545438941383, -25.0873046683637, -71.88510113300424, -151.04857924969704, 90.79679250841008, 30.51469047407232, -39.93194235801818, 27.38572602189749, -128.997182471666, -62.191460239404805, -42.31418493782153, 128.7673440580686, -0.11298876670665203, -163.4312086561419, -54.29075418596779, 121.39029126651829, -0.6308443809908971, 40.63477440584211, -89.0369565542802, 248.6255279452183, 59.665543581604915, -88.06698762156924, 80.52714647032425, -22.896700025993255, -13.365718392798732, -42.258063231227226, -85.04576320875397, 221.60198117784915, -32.305738012098224, 154.2145116178931]"
Md,"[-69.77001601681194, 67.17959200958708, -88.66658541404101, 33.626139191368324, -25.754410413457197, 67.50953944394934, -5.175763475615268, -51.64118640897234, 159.40359537233738, 92.57215016000862, -223.00998635948997, -144.908656637975, 116.41358349546647, -42.79202839909885, -56.22463114025267, -65.33615910023124, 32.37289344031651, -63.063944793486094, 14.514203829559646, -49.6631109967372, 37.761501682595, -48.72458901630137, -79.02376917259969, -73.85166064050136, 76.28479800347525, 80.03707488940823, -38.217139838199365, 78.02711894234942, 36.32320413268944, 62.52317802557604, -97.20996231030531, -106.02803019654684, 6.425710154204645, -146.9830403758662, 124.44587527992246, 204.23265196518858, 0.8403964638132373, -225.708608981966, -73.3208287880194, 32.198370215578485, 102.2001492617725, 155.74329029292596, 71.07307365340581, -100.12020136017053, -20.847387211964858, -97.7156059720279, -46.04095874308024, 44.949141060361846, 13.644613490369814, 164.41848304032627, -50.11224523201544, 128.74447892200595, -30.04667401848689, 214.88654604716973, -110.22028234846928, 28.472542592321254, -160.43294222911533, -63.76653704664593, 102.67352479626682, -94.83980318582131, 55.59492341651063, 236.55321027134542, 57.57456759837495, 26.35154532904139]"
No,"[106.25287183555974, 28.811975388961496, 36.40354065499395, -168.22549510687074, 183.40927849136858, 89.66023216490025, 26.606079430258035, 56.63670698984414, -86.02147068195085, -6.542911011286004, -150.1587685494307, 208.08431482473281, 68.74638279578733, -120.34248537916119, -103.1123569561615, -109.5986282830562, 49.66957021444416, -51.562526221536096, 112.49183909555663, -115.84010708103585, 20.86609553123943, -151.34622930696204, 26.579154357364075, -12.017735437772439, -69.02180192135452, -35.27677266918735, -177.7545531687671, -9.33034214672661, -50.183774547971105, -133.6621293938217, 165.55030775739746, -19.851816138583168, 91.55729251621389, -172.2971797739329, 71.4578093839966, 210.33139913686517, -91.30448761993252, 81.72950660287674, -7.2558065689350855, 11.896987993767878, 79.00466506202834, -72.94772949330277, -83.23004050744262, -26.266845289348705, -89.24925644568674, -26.589954145260148, -45.470844123852025, -73.70343279353139, -6.743274343659374, 176.73796347561284, 30.443237656446204, 20.223483948379588, 28.21446634717285, 230.1867593178195, -131.1253898653285, -27.088806926806615, -132.36661701385353, -50.87817389842215, 15.904906684277803, 26.960309013818872, 2.085502221411302, -83.38242237408977, -44.761229528120374, 159.5141875172363]"
Lr,"[7.940313124210187, 64.20218842593349, -116.83372399740603, 23.462792575274346, 9.688213101476004, -97.65909625317886, -29.495077605021248, -47.69390995441803, -47.55320197705876, 84.8394112725941, -209.46704518405798, 183.16008537199073, -16.924179162030995, 49.672058628478204, -54.14728781503152, -142.12676355931697, -151.14499595428106, 23.869578179933733, -45.778939750867, 125.63448515385053, 88.26001671742452, -145.50172664516674, 101.79653362872298, 164.99855522686408, -0.21120333783584055, -42.20843351847813, 96.21299272680041, 30.493151175527924, 30.606372078277918, 138.60954657075925, -9.548133598013619, -26.959985686218456, 6.2846039488197025, -135.60646667336107, 108.17351576053817, 89.90948886278302, 29.815275256479605, 173.9398583790927, -50.33903629669711, -36.30026767663926, 10.201368493839803, 135.76875140442323, 101.19978915824777, -27.546306556491533, -168.5505108885756, 32.55273132054466, -51.06618021812893, 30.8386408044434, 98.85613658438234, 23.570615795286525, 134.12945346233224, -14.826605095055573, 72.1799758689777, 91.4628480547637, 32.31005641402644, -161.0710135990874, 45.733795397306025, -16.764084930931322, 66.61132213407103, -8.684129079531614, 98.66212480238782, 190.7325426831387, 112.20189850336506, 293.8984685863603]"
